index,query,priority,intensity
698,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
668,"I have to primarily take care of my plants, it will be slowly",1,5
64,I have to hard study for the chemistry exam,2,7
250,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
540,I have to take the important history exam,1,2
421,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
79,I have to now study for the physics exam,0,6
173,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
170,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
666,I have to meal prep for the week,2,4
62,"I have to soon charge my laptop, it will be exhausting",0,2
965,"I plan to immerse myself in a video game, either trying a new one or replaying a classic",3,2
379,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
844,"I need to schedule and work the required part-time hours, ensuring all duties are completed within this time",2,4
684,I have to clean the house,1,1
140,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
717,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
570,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
729,I have to visit grandparents,2,3
617,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
14,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
907,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
620,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
332,I have to schedule dentist appointment,2,3
404,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
684,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
723,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
627,"I have to easy charge my laptop, it will be long",2,2
862,"I need to compile a comprehensive report on recent project developments, requiring several hours of focus",2,4
946,"I need to prepare and submit tax documents, a critical task with medium time commitment",1,3
505,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
538,"I plan to immerse myself in a video game, either trying a new one or replaying a classic",3,2
29,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
948,I have to intensive study for the engineering exam,2,7
269,"I have to eventually clean the house, it will be slowly",3,4
231,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
302,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
297,I have to do the laundry,1,1
391,I have to take the hard LSAT exam,1,3
252,"I have to with haste clean my room, it will be fastly",1,1
61,"I have to by today visit my friend, it will be slowly",2,3
885,I have to take the important MCAT exam,1,2
624,I have to study for the MCAT,1,1
95,"I plan to immerse myself in a video game, either trying a new one or replaying a classic",3,2
905,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
74,"I have to now find something to eat, it will be lengthy",0,2
573,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
926,I have to plan the weekend getaway,3,1
357,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
215,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
842,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
552,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
142,I have to practice guitar,2,3
792,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
99,I have to take the hard biology exam,1,4
656,I have to by tomorrow study for the art exam,0,4
989,I have to plan a family dinner,1,4
413,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
481,I have to do the laundry,1,1
88,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
136,"I have to first visit my friend, it will be quick",2,1
35,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
843,"I have to soon clean my room, it will be time-intensive",1,3
15,"I have to crucial clean the house, it will be thorough",1,4
805,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
632,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
316,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
788,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
7,"I have to last go shopping for a fridge, it will be fastly",3,2
758,I have to prepare for the job interview,2,1
297,I plan to watch a new or favorite movie to relax and unwind after a long day,3,2
832,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
170,"I plan to dedicate time to learning something new, like a language or instrument, for personal development",2,4
36,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
782,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
816,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
55,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
435,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
987,I have to mow the lawn,1,1
78,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
108,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
